,image,person,posture,body,female,male,dominant,center
253,10_171499.jpg,yes,"female, standing &","female, upper body with legs &","confident, attractive",no males depicted,neither,female
254,10_171509.jpg,yes,"female, standing","female, upper body with legs",confidently posing,not applicable (no males present),neither,female
255,10_171543.jpg,yes,"female, standing","female, upper body with legs","calm, elegant",no males portrayed,neither,female
256,10_171544.jpg,yes,"female, sitting &","female, upper body with legs &","tired, frustrated",no males portrayed,neither,female
257,10_171607.jpg,yes,"female, sitting","female, upper body with legs","casually, suggestively",not applicable,neither,female
258,10_171619.jpg,yes,female standing & male kneeling,female upper body with legs & male upper body without legs,confident and dynamic,athletic and focused,female,female
259,10_171626.jpg,yes,"female, face & hands visible & female, face visible","female, face only & female, face only",relaxed and cared for,no males present,neither,female
260,10_171652.jpg,yes,"female, seated","female, upper body with legs","playfully, enjoying ice cream",not applicable,neither,female
261,10_171667.jpg,yes,female standing & female standing & female standing & female standing,female upper body with legs & female upper body with legs & female upper body with legs & female upper body with legs,"styled, confident",not applicable,neither,female
262,10_171675.jpg,yes,"female, holding an object","female, face only","glamorous, with makeup",no males shown,neither,female
263,10_171703.jpg,yes,"female, facing forward","female, face only","glamorous, attractive",not applicable,neither,female
264,10_171760.jpg,yes,male seated & female seated,male upper body with legs & female upper body with legs,"casually, approachably","relaxed, approachably",neither,both
265,10_171766.jpg,yes,"male, diving","male, upper body with legs",no females portrayed,"athletic, active",neither,male
266,10_171774.jpg,yes,"female, sitting &","female, upper body with legs &","casually, relaxed",not applicable,neither,female
267,10_171911.jpg,no,not applicable,not applicable,not depicted,not depicted,neither,neither
268,10_171936.jpg,yes,"female, sitting &","female, upper body without legs &","posed, looking at camera",no males depicted,neither,female
269,10_171955.jpg,yes,"female, facing slightly left &","female, upper body without legs &","attractively, confidently",no males present,neither,female
270,10_171975.jpg,yes,"female, standing &","female, upper body without legs &","graceful, elegant",no males shown,neither,female
271,10_171980.jpg,yes,female standing & male standing,female upper body with legs & male upper body with legs,"neutral, holding an item","neutral, looking towards female",neither,female
272,10_171981.jpg,yes,"female, seated &","female, upper body without legs &","elegant, confident",no males depicted,neither,female
273,10_171983.jpg,yes,female-standing & male-standing & female-standing & male-standing & male-standing,female-upper body with legs & male-upper body with legs & female-upper body with legs & male-upper body with legs & male-upper body with legs,"confident, fashionable","confident, dominant",neither,both
274,10_172006.jpg,yes,"female, sitting or leaning &","female, upper body without legs &","sensually, confidently",no male is portrayed,neither,female
275,10_172007.jpg,yes,"female, front-facing","female, upper body without legs","confident, wet, adorned with flowers",not applicable,neither,female
276,10_172029.jpg,yes,female seated & female standing,female upper body with legs & female upper body with legs,"positively, actively engaged",no males present,neither,female
277,10_172043.jpg,yes,"female, facing camera","female, face only","glamorous, focused, makeup emphasized",no males present,neither,female
278,10_172076.jpg,yes,"female, head slightly tilted forward","female, face only","neutral, no distinct emotion shown",not applicable,neither,female
279,10_172094.jpg,yes,"female, head tilted downward","female, face only","neutral expression, eating or tasting",no males shown,neither,female
280,10_172102.jpg,yes,"female, sitting & touching face","female, upper body without legs","in distress, possible substance abuse issue",no males portrayed,neither,female
281,10_172104.jpg,yes,"female, reclining","female, upper body with legs","leisurely, indulgent",not applicable,neither,female
282,10_172119.jpg,yes,"female, looking down &","female, upper body without legs &","calm, introspective, or thoughtful",not applicable (no males present),neither,female
283,10_172203.jpg,yes,female laying & male laying & female laying,female upper body with legs & male upper body with legs & female upper body with legs,"casual, relaxed","relaxed, sociable",neither,both
284,10_172211.jpg,yes,"female, reclining &","female, upper body without legs &",relaxed or sensual,no males portrayed,neither,female
285,10_172229.jpg,yes,"female, sitting","female, upper body with legs","confident, radiant",no males present,neither,female
286,10_172248.jpg,yes,"female, sitting","female, upper body with legs","attractively, confidently.",not applicable.,neither,female
287,10_172255.jpg,yes,"female, reclining &","female, upper body with legs &","confident, assertive",no males present,neither,female
288,10_172427.jpg,yes,"female, seated or standing holding object &","female, upper body with legs &","confident, professional, fashionable",no males present,neither,female
289,10_172449.jpg,yes,"female, standing","female, upper body without legs","elegantly, sensually",no males shown,neither,female
290,10_172451.jpg,yes,"female, turning back &","female, upper body without legs &","glamorous, sensual",not applicable,neither,female
291,10_172454.jpg,yes,"female, reclining","female, upper body with legs","elegant, confident",no males present,neither,female
292,10_172463.jpg,yes,male standing & female standing,male upper body with legs & female upper body with legs,playful and joyful,playful and attentive,neither,both
293,10_172472.jpg,yes,"female, lying down &","female, upper body with legs &","vulnerable, thought-provoking",not applicable,neither,female
294,10_172639.jpg,yes,female sitting & male standing & female sitting & male leaning,female upper body without legs & male upper body with legs & female upper body without legs & male upper body without legs,"casually, inactive","one standing, one leaning, various activities",neither,neither
295,10_172641.jpg,yes,"female, standing &","female, upper body without legs &","thoughtfully, eco-consciously",no males depicted,neither,female
