actorid,dob,name,first_name,gender
nm0355538,"february 3, 1912",Eddie Hall,Eddie,male
nm0429853,"april 1, 1923",Bobby Jordan,Bobby,male
nm0925509,"december 4, 1910",Thelma White,Thelma,female
nm0107574,"october 20, 1899",Evelyn Brent,Evelyn,female
nm0447043,"august 20, 1884",Fred Kelsey,Fred,male
nm0749518,"october 25, 1901",William Ruhl,William,male
nm0643048,"february 21, 1890",Wheeler Oakman,Wheeler,male
nm0331048,"september 2, 1921",Buddy Gorman,Buddy,male
nm0062520,"march 19, 1902",Joe Bautista,Joe,male
nm0155864,"may 25, 1912",Eddie Cherkose,Eddie,male
nm0285643,"august 14, 1881",Francis Ford,Francis,male
nm0642988,"november 12, 1903",Jack Oakie,Jack,male
nm0288078,"december 6, 1924",Susanna Foster,Susanna,female
nm0007219,"september 26, 1901",Donald Cook,Donald,male
nm0020145,"july 3, 1920",Louise Allbritton,Louise,female
nm0570451,"may 23, 1898",Frank McHugh,Frank,male
nm0213619,"november 14, 1910",Rosemary DeCamp,Rosemary,female
nm0140504,"august 6, 1881",Leo Carrillo,Leo,male
nm0030166,"august 17, 1918",Evelyn Ankers,Evelyn,female
nm0327089,"july 10, 1905",Thomas Gomez,Thomas,male
nm0230948,"january 5, 1908",George Dolenz,George,male
nm0141479,"february 10, 1911",Ben Carter,Ben,male
nm0248291,"november 10, 1875",Maude Eburne,Maude,female
nm0639495,"may 31, 1912",Dave O'Brien,Dave,male
nm0627910,"august 12, 1911",James Newill,James,male
nm0929116,"december 21, 1899",Guy Wilkerson,Guy,male
nm0355551,"april 18, 1923",Ellen Hall,Ellen,female
nm0427157,"october 24, 1900",I. Stanford Jolley,I.,
nm0398139,"july 5, 1900",Reed Howes,Reed,male
nm0562771,"september 20, 1897",Kermit Maynard,Kermit,male
nm0144185,"march 21, 1893",Ed Cassidy,Ed,male
nm0143806,"july 30, 1918",John Cason,John,male
nm0262846,"march 5, 1893",Jack Evans,Jack,male
nm0288654,"february 5, 1902",Art Fowler,Art,male
nm0687651,"january 19, 1876",Rose Plumer,Rose,female
nm0922385,"october 11, 1903",Wally West,Wally,male
nm0350268,"april 8, 1908",Tito Guízar,Tito,male
nm0892703,"february 5, 1906",Veloz,Veloz,male
nm0948451,"march 21, 1908",Yolanda,Yolanda,female
nm0592058,"april 20, 1915",Aurora Miranda,Aurora,female
nm0196246,"october 26, 1881",Henry Da Silva,Henry,male
nm0168105,"december 20, 1909",Edward Coch,Edward,male
nm0502146,"august 25, 1905",Leonardo Scavino,Leonardo,male
nm0001678,"november 5, 1911",Roy Rogers,Roy,male
nm1022326,"july 4, 1934",Trigger,Trigger,male
nm0199585,"july 4, 1912",Billy Daniel,Billy,male
nm0550701,"january 29, 1909",Alan Marshal,Alan,male
nm0206478,"october 13, 1920",Laraine Day,Laraine,female
nm0402554,"october 17, 1917",Marsha Hunt,Marsha,female
nm0430870,"july 21, 1901",Allyn Joslyn,Allyn,male
nm0118000,"march 20, 1903",Edgar Buchanan,Edgar,male
nm0820409,"october 9, 1916",Michael St. Angel,Michael,male
nm0186172,"june 18, 1918",Marc Cramer,Marc,male
nm0692796,"february 19, 1901",William Post Jr.,William,male
nm0249847,"october 8, 1914",Bruce Edwards,Bruce,male
nm0309607,"february 1, 1926",Nancy Gates,Nancy,female
nm0838843,"july 10, 1892",Slim Summerville,Slim,male
nm0587534,"november 9, 1892",John Miljan,John,male
nm0089702,"may 25, 1889",Sammy Blum,Sammy,male
nm0137393,"september 28, 1913",Claire Carleton,Claire,female
nm0054609,"december 18, 1919",Lynn Bari,Lynn,female
nm0848667,"october 29, 1899",Akim Tamiroff,Akim,male
nm0496473,"november 6, 1899",Francis Lederer,Francis,male
nm0623417,"may 22, 1879",Alla Nazimova,Alla,female
nm0129894,"february 19, 1895",Louis Calhern,Louis,male
nm0940579,"december 2, 1906",Donald Woods,Donald,male
nm0951063,"june 18, 1887",Blanche Yurka,Blanche,female
nm0378337,"february 28, 1906",Barton Hepburn,Barton,male
nm0521156,"april 17, 1926",Joan Lorring,Joan,female
nm0242562,"february 26, 1874",Emma Dunn,Emma,female
nm0080867,"april 1, 1909",Abner Biberman,Abner,male
nm0872525,1917,Antonio Triana,Antonio,male
nm0063915,"january 1, 1925",Matthew 'Stymie' Beard,Matthew,male
nm0102718,"december 18, 1877",Sidney Bracey,Sidney,male
nm0108260,"february 19, 1918",Barbara Brewster,Barbara,female
nm0108279,"february 19, 1918",Gloria Brewster,Gloria,female
nm0614278,"july 4, 1902",George Murphy,George,male
nm0799963,"may 25, 1913",Ginny Simms,Ginny,female
nm0002038,"july 23, 1925",Gloria DeHaven,Gloria,female
nm0908055,"may 10, 1922",Nancy Walker,Nancy,female
nm0089478,"september 12, 1901",Ben Blue,Ben,male
nm0395043,"june 30, 1917",Lena Horne,Lena,female
nm0026655,"september 18, 1905",Eddie 'Rochester' Anderson,Eddie,male
nm0779220,"june 11, 1920",Hazel Scott,Hazel,female
nm0101073,"march 10, 1923",Kenny Bowers,Kenny,male
nm1303616,"november 8, 1927",Vicki Ross,Vicki,female
nm1308058,"may 20, 1926",Betsy Ross,Betsy,female
nm1306374,"august 9, 1929",Dixie Ross,Dixie,female
nm0556823,"june 1, 1888",Louis Mason,Louis,male
nm0234186,"november 19, 1905",Tommy Dorsey,Tommy,male
nm0566948,"november 5, 1905",Joel McCrea,Joel,male
nm0000058,"august 17, 1920",Maureen O'Hara,Maureen,female
nm0001105,"october 16, 1923",Linda Darnell,Linda,female
nm0593775,"july 11, 1892",Thomas Mitchell,Thomas,male
nm0000063,"april 21, 1915",Anthony Quinn,Anthony,male
nm2916826,"april 9, 1906",Frank Fenton,Frank,male
nm0109063,"november 18, 1883",Matt Briggs,Matt,male
nm0504353,"june 8, 1875",George Lessey,George,male
nm0650995,"february 21, 1880",Frank Orth,Frank,male
nm0028133,"february 11, 1905",Carl Andre,Carl,male
nm0073590,"february 22, 1881",Evelyn Beresford,Evelyn,female
nm0080930,"august 8, 1886",Edward Biby,Edward,male
nm0085782,"july 13, 1895",Sidney Blackmer,Sidney,male
nm0088285,"september 24, 1894",Billy Bletcher,Billy,male
nm4185833,"january 11, 1889",William A. Boardway,William,male
nm0179875,"november 29, 1914",Ann Corio,Ann,female
nm0124139,"october 14, 1907",James Bush,James,male
nm0203383,"december 25, 1886",John Davidson,John,male
nm0785304,"january 8, 1895",Muni Seroff,Muni,male
nm0151356,"march 12, 1894",Eddy Chandler,Eddy,male
nm0369845,"january 10, 1911",Alex Havier,Alex,male
nm0122685,"april 20, 1887",Harry Burns,Harry,male
nm0344103,"october 10, 1901",Vic Groves,Vic,male
nm0798855,"may 26, 1912",Jay Silverheels,Jay,male
nm0888349,"october 4, 1904",Philip Van Zandt,Philip,male
nm0141330,"november 12, 1920",Sunset Carson,Sunset,female
nm0940617,"may 5, 1889",Harry Woods,Harry,male
nm0001906,"october 8, 1910",Kirk Alyn,Kirk,male
nm0466773,"december 24, 1887",Bob Kortman,Bob,male
nm0167760,"june 23, 1892",Edmund Cobb,Edmund,male
nm0063446,"october 18, 1879",Brandon Beach,Brandon,male
nm1093828,"july 6, 1901",John Bose,John,male
nm0167673,"november 26, 1900",Tommy Coats,Tommy,male
nm0485226,"september 22, 1909",Allan Lane,Allan,male
nm0894734,"may 27, 1905",Wally Vernon,Wally,male
nm0719121,"april 23, 1904",Duncan Renaldo,Duncan,male
nm0218409,"november 8, 1892",Anna Demetrio,Anna,female
nm0132080,"december 23, 1897",Nina Campana,Nina,female
nm0699703,"july 13, 1905",Satini Pualoa,Satini,female
nm0248181,"october 9, 1888",John Eberts,John,male
nm0293556,"april 24, 1894",Raoul Freeman,Raoul,male
nm0689737,"february 1, 1875",Eddie Polo,Eddie,male
nm0002052,"december 4, 1921",Deanna Durbin,Deanna,female
nm0656745,"december 2, 1910",Robert Paige,Robert,male
nm0455893,"april 18, 1903",Leonid Kinskey,Leonid,male
nm0898687,"july 17, 1920",June Vincent,June,female
nm0866558,"june 29, 1885",Andrew Tombes,Andrew,male
nm0087404,"june 4, 1876",Clara Blandick,Clara,female
nm0010185,"february 26, 1870",Enrique Acosta,Enrique,male
nm0040090,"november 9, 1887",Gertrude Astor,Gertrude,female
nm0040374,"january 20, 1895",Roscoe Ates,Roscoe,male
nm0001452,"july 1, 1899",Charles Laughton,Charles,male
nm0001870,"february 22, 1907",Robert Young,Robert,male
nm0639684,"january 15, 1937",Margaret O'Brien,Margaret,female
nm0307326,"july 17, 1905",William Gargan,William,male
nm0654239,"august 5, 1887",Reginald Owen,Reginald,male
nm0706533,"august 23, 1905",Rags Ragland,Rags,male
nm0640547,"october 23, 1880",Una O'Connor,Una,female
nm0835681,"december 2, 1897",Donald Stuart,Donald,male
nm0362815,"april 27, 1875",Lumsden Hare,Lumsden,male
nm0563417,"december 25, 1907",Mike Mazurki,Mike,male
nm0608917,"june 13, 1920",William Moss,William,male
nm0713929,"november 28, 1925",Bobby Readick,Bobby,male
nm0849586,"november 17, 1911",William Tannen,William,male
nm0492444,"september 7, 1923",Peter Lawford,Peter,male
nm0020568,"july 10, 1883",Harry Allen,Harry,male
nm0486387,"april 4, 1913",Frances Langford,Frances,female
nm0635798,"march 10, 1911",Edward Norris,Edward,male
nm0940553,"april 14, 1918",Craig Woods,Craig,male
nm0107587,"august 14, 1919",Linda Brent,Linda,female
nm0185769,"march 30, 1884",Alec Craig,Alec,male
nm0372610,"january 1, 1922",Ariel Heath,Ariel,male
nm0472497,"february 27, 1918",Lorraine Krueger,Lorraine,female
nm0431882,"august 17, 1882",Charles Judels,Charles,male
nm0570253,"february 22, 1926",Marcy McGuire,Marcy,female
nm0477517,"june 18, 1905",Kay Kyser,Kay,female
nm0587900,"april 12, 1923",Ann Miller,Ann,female
nm0602005,"february 24, 1876",Victor Moore,Victor,male
nm0232655,"july 10, 1921",Jeff Donnell,Jeff,male
nm0293418,"december 9, 1895",Howard Freeman,Howard,male
nm0140821,"november 18, 1919",Georgia Carroll,Georgia,female
nm0091928,"january 19, 1908",M.A. Bogue,M.A.,
nm0044808,"november 2, 1913",Harry Babbitt,Harry,male
nm0556970,"january 15, 1906",Sully Mason,Sully,male
nm0629389,"march 27, 1921",Harold Nicholas,Harold,male
nm0021519,"september 19, 1904",Elvia Allman,Elvia,female
nm0089591,"january 21, 1919",Lennie Bluett,Lennie,female
nm0101865,"october 2, 1908",Mildred Boyd,Mildred,female
nm0000011,"may 7, 1901",Gary Cooper,Gary,male
nm0942863,"october 27, 1918",Teresa Wright,Teresa,female
nm0604656,"june 1, 1890",Frank Morgan,Frank,male
nm0521937,"january 9, 1915",Anita Louise,Anita,female
nm0107631,"december 12, 1882",Edmund Breon,Edmund,male
nm0172048,"september 20, 1892",Patricia Collinge,Patricia,female
nm0260728,"january 26, 1908",Jill Esmond,Jill,female
nm0871695,"march 27, 1907",Mary Treen,Mary,female
nm0387561,"november 16, 1877",Halliwell Hobbes,Halliwell,female
nm0133802,"april 18, 1899",Charles Cane,Charles,male
nm0045784,"september 6, 1893",Irving Bacon,Irving,male
nm0871676,"may 21, 1906",Dorothy Tree,Dorothy,female
nm0016251,"january 2, 1903",John Alban,John,male
nm0113873,"july 28, 1891",Joe E. Brown,Joe,male
nm0369896,"november 8, 1912",June Havoc,June,female
nm0262661,"october 31, 1912",Dale Evans,Dale,male
nm0309641,"january 17, 1891",Marjorie Gateson,Marjorie,female
nm0514707,"august 16, 1895",Lucien Littlefield,Lucien,male
nm0408184,"august 15, 1875",Roger Imhof,Roger,male
nm0461665,"august 6, 1926",Patricia Knox,Patricia,female
nm0312015,"december 17, 1909",Sugar Geise,Sugar,female
nm0290937,"june 8, 1908",Jerry Frank,Jerry,male
nm0071031,"march 1, 1875",Wilson Benge,Wilson,male
nm0137625,"january 15, 1882",James Carlisle,James,male
nm0940199,"december 17, 1915",Joan Woodbury,Joan,female
nm0284538,"october 10, 1916",Benson Fong,Benson,male
nm0282418,"october 19, 1882",Sam Flint,Sam,male
nm0447580,"march 10, 1898",Cy Kendall,Cy,male
nm0382165,"september 19, 1903",Weldon Heyburn,Weldon,male
nm0911955,"november 4, 1908",Anthony Warde,Anthony,male
nm0090029,"september 1, 1893",Betty Blythe,Betty,female
nm0636226,"september 2, 1889",Jack Norton,Jack,male
nm0151001,"april 16, 1896",Luke Chan,Luke,male
nm0119404,"april 20, 1913",Daisy Bufford,Daisy,female
nm0517425,"may 25, 1897",Arthur Loft,Arthur,male
nm0448991,"january 22, 1916",Gwen Kenyon,Gwen,female
nm0250352,"october 11, 1881",Sarah Edwards,Sarah,female
nm0507221,"december 10, 1903",George J. Lewis,George,male
nm0704526,"july 17, 1917",Marianne Quon,Marianne,female
nm0076150,"october 4, 1899",Barry Bernard,Barry,male
nm0744841,"january 8, 1903",Gene Roth,Gene,male
nm0852764,"january 23, 1899",Lelah Tyler,Lelah,female
nm0163846,"january 15, 1881",Davison Clark,Davison,male
nm0254502,"july 5, 1876",John Elliott,John,male
nm0254381,"october 16, 1904",Bill Elliott,Bill,male
nm0086706,"september 18, 1933",Robert Blake,Robert,male
nm0281596,"august 9, 1882",Alice Fleming,Alice,female
nm0829725,"june 5, 1923",Peggy Stewart,Peggy,female
nm0567756,"august 22, 1891",Francis McDonald,Francis,male
nm0154184,"february 12, 1881",Tom Chatterton,Tom,male
nm0101394,"december 15, 1890",Rudy Bowman,Rudy,male
nm0124181,"november 13, 1875",Nora Bush,Nora,female
nm0164521,"february 26, 1891",Steve Clark,Steve,male
nm0640307,"august 28, 1925",Donald O'Connor,Donald,male
nm0899091,"september 17, 1907",Helen Vinson,Helen,female
nm0110813,"august 11, 1891",Helen Broderick,Helen,female
nm0871546,"july 23, 1894",Arthur Treacher,Arthur,male
nm0461549,"november 11, 1911",Patric Knowles,Patric,male
nm0111297,"december 25, 1903",J. Edward Bromberg,J.,female
nm0874139,"september 19, 1889",Ernest Truex,Ernest,male
nm0326809,"may 28, 1892",Minna Gombell,Minna,female
nm0385594,"april 4, 1875",Samuel S. Hinds,Samuel,male
nm0475510,"may 18, 1936",Joel Kupperman,Joel,male
nm0044777,"june 17, 1926",Dorothy Babb,Dorothy,female
nm0000037,"august 23, 1912",Gene Kelly,Gene,male
nm0926636,"june 4, 1906",Richard Whorf,Richard,male
nm0362869,"june 30, 1920",Dean Harens,Dean,male
nm0313438,"september 13, 1900",Gladys George,Gladys,female
nm0814216,"february 15, 1899",Gale Sondergaard,Gale,female
nm0042380,"october 9, 1877",Frank Austin,Frank,male
nm0067203,"january 8, 1872",Vangie Beilby,Vangie,female
nm0075381,"june 13, 1895",John Berkes,John,male
nm0086678,"april 4, 1905",Oliver Blake,Oliver,male
nm0156042,"july 28, 1878",Ruth Cherrington,Ruth,female
nm0174692,"july 16, 1886",Heinie Conklin,Heinie,male
nm0000472,"november 23, 1887",Boris Karloff,Boris,male
nm0268129,"july 22, 1917",Jane Farrar,Jane,female
nm0893952,"december 6, 1902",Ernö Verebes,Ernö,male
nm0249602,"january 1, 1885",William Edmunds,William,male
nm0047446,"july 29, 1882",Polly Bailey,Polly,female
nm0754942,"january 27, 1924",Sabu,Sabu,male
nm0057422,"march 4, 1907",Edgar Barrier,Edgar,male
nm0621770,"august 15, 1884",Mary Nash,Mary,female
nm0171935,"march 21, 1919",Lois Collier,Lois,female
nm0001033,"february 10, 1906",Lon Chaney Jr.,Lon,male
nm0038140,"june 18, 1914",Paulita Arvizu,Paulita,female
nm0042549,"february 23, 1920",Vivian Austin,Vivian,female
nm0046773,"december 24, 1910",John Bagni,John,male
nm0057711,"april 3, 1898",Robert Barron,Robert,male
nm0195362,"november 28, 1911",Carmen D'Antonio,Carmen,female
nm0423579,"may 3, 1916",Thelma Joel,Thelma,female
nm0500021,"january 31, 1882",Fritz Leiber,Fritz,male
nm0824685,"june 12, 1909",Tom Steele,Tom,male
nm0122664,"january 15, 1914",Forest Burns,Forest,male
nm13189314,"april 9, 1890",Fred Howard,Fred,male
nm0001443,"november 9, 1914",Hedy Lamarr,Hedy,female
nm0289858,"august 5, 1888",Victor Francen,Victor,male
nm0130407,"august 4, 1897",Joseph Calleia,Joseph,male
nm0862239,"september 27, 1920",Carol Thurston,Carol,female
nm0812453,"december 26, 1889",Vladimir Sokoloff,Vladimir,male
nm0161862,"august 30, 1889",Eduardo Ciannelli,Eduardo,male
nm0314065,"november 10, 1904",Steven Geray,Steven,male
nm0008226,"february 25, 1902",Eddie Abdo,Eddie,male
nm0015333,"february 21, 1886",Alex Akimoff,Alex,male
nm0016422,"october 4, 1886",Luis Alberni,Luis,male
nm0016481,"january 9, 1902",Carlos Albert,Carlos,male
nm0036508,"september 3, 1921",John Arnold,John,male
nm0000260,"august 20, 1956",Joan Allen,Joan,female
nm0000198,"march 21, 1958",Gary Oldman,Gary,male
nm0000313,"december 4, 1949",Jeff Bridges,Jeff,male
nm0000225,"august 18, 1969",Christian Slater,Christian,male
nm0000385,"august 9, 1944",Sam Elliott,Sam,male
nm0676973,"february 21, 1953",William Petersen,William,male
nm0007210,"july 2, 1948",Saul Rubinek,Saul,male
nm0001311,"september 10, 1931",Philip Baker Hall,Philip,male
nm0082802,1958,Mike Binder,Mike,male
nm0859450,"february 12, 1949",Robin Thomas,Robin,male
nm0000446,"november 22, 1961",Mariel Hemingway,Mariel,female
nm0606700,"january 28, 1969",Kathryn Morris,Kathryn,female
nm0881703,"february 17, 1957",Douglas Urbanski,Douglas,male
nm0296948,"january 8, 1993",Noah Fryrear,Noah,male
nm0868125,"february 17, 1964",Angelica Page,Angelica,female
nm0852668,"september 20, 1964",Joseph Lyle Taylor,Joseph,male
nm0311623,"november 6, 1952",Kevin Geer,Kevin,male
nm0497847,"october 24, 1924",Mary Lee,Mary,female
nm0907404,"november 13, 1895",Hal Taliaferro,Hal,male
nm0066251,"september 3, 1911",Jane Beebe,Jane,female
nm0734016,"august 14, 1909",Ben Rochelle,Ben,male
nm0634226,"april 13, 1908",Bob Nolan,Bob,male
nm0823633,"march 28, 1903",Charles Starrett,Charles,male
nm0020289,"september 2, 1906",Barbara Jo Allen,Barbara,female
nm0728811,"january 12, 1905",Tex Ritter,Tex,male
nm0855579,"february 12, 1891",Max Terhune,Max,male
nm0852305,"february 26, 1907",Dub Taylor,Dub,male
nm0010334,"september 15, 1903",Roy Acuff,Roy,male
nm0039135,"february 22, 1915",Jesse Ashlock,Jesse,male
nm0183622,1912,Eleanor Counts,Eleanor,female
nm0040433,"august 16, 1922",Vi Athens,Vi,female
nm0906843,"february 16, 1914",Jimmy Wakely,Jimmy,male
nm0531810,"september 8, 1901",Kenneth MacDonald,Kenneth,male
nm0914155,"december 8, 1903",Ozie Waters,Ozie,male
nm0040327,"february 5, 1912",Shelby Atchinson,Shelby,female
nm0932214,"may 14, 1914",Foy Willing,Foy,male
nm0806134,"march 26, 1912",Al Sloey,Al,male
nm0879119,"december 7, 1900",John Tyrrell,John,male
nm0734340,"october 6, 1890",Jack Rockwell,Jack,male
nm0943837,"january 5, 1917",Jane Wyman,Jane,female
nm0184578,"october 6, 1897",Jerome Cowan,Jerome,male
nm0485704,"february 15, 1915",Charles Lang,Charles,male
nm0186968,"march 21, 1911",Stuart Crawford,Stuart,male
nm0933161,"july 29, 1894",Charles C. Wilson,Charles,male
nm0107600,"august 29, 1903",Roy Brent,Roy,male
nm0154759,"december 28, 1894",Jack Cheatham,Jack,male
nm0324747,"september 27, 1875",George Guhl,George,male
nm0354878,"may 24, 1889",Creighton Hale,Creighton,male
nm0392059,"march 10, 1884",Stuart Holmes,Stuart,male
nm0447930,"june 27, 1908",Bill Kennedy,Bill,male
nm0003424,"may 28, 1887",Hank Mann,Hank,male
nm0562866,"june 28, 1886",Frank Mayo,Frank,male
nm0582209,"october 26, 1907",Buddy Messinger,Buddy,male
nm0001225,"april 20, 1924",Nina Foch,Nina,female
nm0186428,"february 7, 1916",Stephen Crane,Stephen,male
nm0533692,"december 25, 1902",Barton MacLane,Barton,male
nm0032221,"august 8, 1871",Sam Appel,Sam,male
nm0108653,"february 26, 1891",Al Bridge,Al,male
nm0333775,"june 2, 1920",Fred Graff,Fred,male
nm0429361,"november 25, 1875",Tiny Jones,Tiny,female
nm0536499,"january 5, 1900",George Magrill,George,male
nm0175410,"april 11, 1881",Frank O'Connor,Frank,male
nm0663875,"may 19, 1904",Milton Parsons,Milton,male
nm0765421,"april 24, 1880",Hector V. Sarno,Hector,male
nm0783763,"november 20, 1887",Harry Semels,Harry,male
nm0853576,"january 12, 1902",Ray Teal,Ray,male
nm0800386,"april 23, 1911",Simone Simon,Simone,female
nm0808949,"march 19, 1907",Kent Smith,Kent,male
nm0709905,"october 30, 1914",Jane Randolph,Jane,female
nm0545295,"september 27, 1910",Eve March,Eve,female
nm0212828,"may 12, 1878",Julia Dean,Julia,female
nm0751131,"august 2, 1916",Elizabeth Russell,Elizabeth,female
nm0300809,"april 5, 1912",Erford Gage,Erford,male
nm0484240,"march 24, 1902",Sir Lancelot,Sir,male
nm0081276,"august 6, 1934",Linda Bieber,Linda,female
nm0204858,"november 2, 1933",Joel Davis,Joel,male
nm1265598,"november 28, 1934",Joan Delmer,Joan,female
nm0232985,"june 11, 1936",Gloria Donovan,Gloria,female
nm0323079,"june 17, 1911",Edmund Glover,Edmund,male
nm0402985,"march 24, 1931",Nita Hunter,Nita,female
nm0422490,"october 21, 1895",Delos Jewkes,Delos,male
nm0783003,"august 30, 1905",Sarah Selby,Sarah,female
nm0941666,"august 19, 1913",Constance Worth,Constance,female
nm0204834,"september 11, 1899",Jimmie Davis,Jimmie,male
nm0071986,"march 21, 1895",Ray Bennett,Ray,male
nm0177949,"july 23, 1906",Clancy Cooper,Clancy,male
