actorid,dob
nm0066561,1898
nm0097647,"december 24, 1896"
nm0169069,"december 18, 1913"
nm0272394,"march 18, 1920"
nm8499999,"july 24, 1891"
nm0446769,"august 9, 1899"
nm0576120,"march 5, 1904"
nm0010270,"july 17, 1921"
nm0388854,"february 2, 1904"
nm0495285,"february 11, 1903"
nm0642348,"october 20, 1909"
nm0730849,"march 7, 1905"
nm0014558,"may 24, 1961"
nm0847607,"january 4, 1964"
nm0410902,"august 9, 1941"
nm0654714,"june 19, 1962"
nm0875457,"december 29, 1964"
nm0837519,"november 27, 1964"
nm0241881,"january 3, 1959"
nm0247931,"november 24, 1966"
nm0386217,"june 2, 1944"
nm0393093,"february 8, 1951"
nm0457556,"july 17, 1969"
nm0989476,"june 30, 1973"
nm0594653,"december 26, 1964"
nm0939113,"november 6, 1962"
nm1092369,"may 20, 1959"
nm0846630,"november 30, 1957"
nm0000148,"july 13, 1942"
nm3564817,"july 14, 1985"
nm0000104,"august 10, 1960"
nm0000261,"october 5, 1951"
nm0722636,"may 5, 1944"
nm8189246,"january 19, 1990"
nm0470981,"september 8, 1962"
nm0429363,"september 7, 1966"
nm2933542,"september 1, 1981"
nm3689528,"september 5, 1989"
nm0586568,"november 22, 1965"
nm2349733,"september 26, 1984"
nm0578596,"march 5, 1958"
nm0177546,"may 8, 1913"
nm0752878,"july 5, 1899"
nm0096458,"january 11, 1915"
nm0307324,"july 17, 1902"
nm0288830,"may 30, 1911"
nm0322334,"march 14, 1904"
nm0405340,"march 3, 1888"
nm0382229,"august 3, 1889"
nm0330271,"december 5, 1906"
nm0353790,"march 20, 1884"
nm0533101,"july 29, 1873"
nm0846510,"april 12, 1896"
nm0703600,"march 31, 1907"
nm0847939,"february 8, 1902"
nm0421028,"november 4, 1902"
nm0785929,"september 16, 1888"
nm0789452,"december 30, 1889"
nm0789444,"november 22, 1889"
nm0011535,"january 4, 1890"
nm0606431,"february 16, 1901"
nm0446715,"march 25, 1921"
nm0856062,"march 7, 1909"
nm0301348,"july 23, 1904"
nm0734019,"august 22, 1908"
nm0017696,"september 12, 1920"
nm0216263,"august 9, 1892"
nm0216819,"february 23, 1889"
nm0614073,"september 4, 1906"
nm0640837,"april 9, 1911"
nm0698804,"march 2, 1907"
nm0001766,"july 16, 1907"
nm0000064,"december 12, 1893"
nm0056477,"august 18, 1917"
nm0356004,"september 19, 1888"
nm0372742,"february 21, 1921"
nm0694631,"july 7, 1890"
nm0680139,"july 6, 1873"
nm0011490,"june 12, 1896"
nm0077587,"september 6, 1917"
nm0151452,"july 23, 1888"
nm0187914,"july 8, 1886"
nm0268426,"may 14, 1898"
nm0792130,"february 21, 1915"
nm0543287,"july 17, 1912"
nm0749476,"february 8, 1886"
nm0000781,"april 30, 1908"
nm0610253,"august 18, 1896"
nm0301887,"july 8, 1918"
nm0113072,"october 18, 1901"
nm0531385,"june 23, 1889"
nm0867538,"august 13, 1898"
nm0026383,"march 5, 1885"
nm0047022,"june 23, 1927"
nm0000031,"may 12, 1907"
nm0404158,"april 5, 1883"
nm0533956,"may 3, 1899"
nm0368836,"december 7, 1917"
nm0619798,"january 21, 1896"
nm0001547,"december 6, 1900"
nm0871287,"march 5, 1874"
nm0080948,"march 4, 1914"
nm0507673,"march 16, 1909"
nm0526693,"october 20, 1914"
nm0014217,"march 29, 1905"
nm0185568,"february 7, 1908"
nm0820607,"september 10, 1893"
nm0662112,"october 4, 1916"
nm0408984,"november 15, 1902"
nm0924307,"july 29, 1893"
nm0384616,"april 14, 1886"
nm0130192,"january 13, 1901"
nm0832475,"april 20, 1918"
nm0372980,"february 17, 1908"
nm0900850,"september 27, 1893"
nm0888000,"november 1, 1882"
nm0241911,"december 7, 1904"
nm0254445,"july 14, 1886"
nm0401064,"january 12, 1909"
nm0642648,"april 6, 1906"
nm0236873,"january 30, 1918"
nm0956517,"january 20, 1901"
nm0348619,"may 18, 1911"
nm0604960,"july 6, 1883"
nm0001784,"july 4, 1910"
nm0908537,"september 29, 1912"
nm0201728,"may 8, 1893"
nm0756814,"august 2, 1890"
nm0041616,"july 28, 1903"
nm0731597,"july 25, 1917"
nm0762557,"november 19, 1885"
nm0439959,"november 21, 1907"
nm0707048,"august 6, 1920"
nm0541766,"may 14, 1888"
nm0388280,"october 5, 1892"
nm0683461,"november 27, 1901"
nm0378555,"july 30, 1882"
nm0479080,"april 15, 1894"
nm0357592,"november 16, 1886"
nm0178411,"june 15, 1917"
nm0287682,"february 7, 1919"
nm0551536,"march 27, 1890"
nm0123622,"april 6, 1904"
nm0000879,"may 7, 1923"
nm0264278,"april 7, 1918"
nm0642671,"march 17, 1906"
nm0001637,"may 27, 1911"
nm0625724,"august 2, 1905"
nm0695111,"january 8, 1917"
nm0604702,"april 10, 1915"
nm0047459,"june 13, 1913"
nm0230797,"february 14, 1919"
nm0558636,"october 10, 1911"
nm0001893,"may 8, 1915"
nm0601129,"september 12, 1925"
nm0045825,"june 6, 1914"
nm0404627,"march 13, 1916"
nm0001890,"august 10, 1884"
nm0317970,"september 12, 1894"
nm0268225,"june 30, 1904"
nm0403022,"may 6, 1920"
nm0356159,"may 10, 1882"
nm0270915,"october 15, 1900"
nm0010809,"march 15, 1918"
nm0096128,"may 1, 1888"
nm0139725,"may 17, 1906"
nm0107575,"march 15, 1904"
nm0215260,"december 20, 1905"
nm0624883,"february 16, 1917"
nm0943618,"october 26, 1881"
nm0045420,"may 23, 1912"
nm0785863,"june 2, 1881"
nm0033955,"march 24, 1880"
nm0058443,"august 24, 1897"
nm0072254,"february 17, 1911"
nm0072536,"june 19, 1916"
nm0088583,"june 4, 1872"
nm0936730,"april 12, 1926"
nm0665886,"november 22, 1901"
nm0514344,"december 30, 1892"
nm0801612,"april 26, 1922"
nm0677125,"december 25, 1897"
nm0584119,"june 1, 1911"
nm0164441,"march 16, 1908"
nm0824222,"june 15, 1928"
nm0873845,"january 10, 1882"
nm0847911,"april 7, 1924"
nm0007218,"september 15, 1904"
nm0354853,"april 18, 1922"
nm0502766,"february 22, 1907"
nm0790164,"november 29, 1889"
nm0112046,"december 23, 1915"
nm0179411,"october 20, 1920"
nm0812040,"april 13, 1872"
nm0164967,"june 1, 1920"
nm0210600,"september 22, 1903"
nm0069341,"september 20, 1921"
nm0075325,"may 26, 1896"
nm0302347,"february 24, 1923"
nm0054060,"august 31, 1914"
nm0914808,"december 22, 1889"
nm0235026,"august 24, 1905"
nm0872156,"october 6, 1910"
nm0103362,"july 26, 1901"
nm0109353,"march 8, 1923"
nm0123747,"november 24, 1918"
nm0150461,"october 13, 1887"
nm0694090,"november 14, 1904"
nm0872456,"march 8, 1910"
nm0794297,"april 17, 1918"
nm0472603,"september 6, 1885"
nm0910498,"october 16, 1910"
nm0363753,"may 17, 1899"
nm0397284,"april 4, 1892"
nm0013940,"october 3, 1904"
nm1219765,"march 6, 1886"
nm0171236,"january 12, 1897"
nm0242735,"may 23, 1900"
nm0278166,1893
nm0928844,"february 23, 1916"
nm0443849,"may 28, 1884"
nm0580568,"july 12, 1890"
nm0174682,"january 11, 1886"
nm0110893,"may 29, 1904"
nm0007221,"february 22, 1877"
nm0000078,"may 26, 1907"
nm0292433,"february 26, 1887"
nm0936728,"january 17, 1905"
nm0280707,"march 13, 1901"
nm0919700,"june 12, 1901"
nm0635828,"august 3, 1917"
nm0011140,"august 14, 1924"
nm0020665,"april 3, 1913"
nm0747413,"november 6, 1904"
nm0752524,"may 25, 1923"
nm0551221,"february 14, 1920"
nm0132585,"november 11, 1914"
nm0136756,"november 21, 1921"
nm0023569,"october 24, 1917"
nm0644404,"march 14, 1917"
nm0731507,"march 19, 1906"
nm0000955,"april 9, 1903"
nm0054093,"november 20, 1918"
nm0130075,"september 1, 1934"
nm0152186,"july 25, 1936"
nm0172321,"april 23, 1932"
nm0607942,"january 28, 1908"
nm0125122,"may 4, 1893"
nm0706368,"september 26, 1901"
nm0957936,"january 2, 1917"
nm0531738,"june 15, 1918"
nm0666201,"november 22, 1874"
nm0534317,"august 29, 1899"
nm0531776,"june 18, 1903"
nm0000017,"december 27, 1901"
nm0001211,"january 29, 1880"
nm0748256,"january 28, 1887"
nm0243774,"july 27, 1920"
nm0831764,"september 28, 1922"
nm0913341,"april 28, 1889"
nm0531759,"april 14, 1875"
nm0550583,"july 10, 1914"
nm0042386,"june 24, 1900"
nm0330435,"may 16, 1882"
nm0425409,"december 20, 1912"
nm0101955,"june 5, 1895"
nm0167395,"march 25, 1892"
nm0736956,"july 25, 1915"
nm0241523,"october 13, 1889"
nm0192974,"april 7, 1913"
nm0712660,"november 15, 1885"
nm0292537,"june 29, 1891"
nm0068216,"october 9, 1898"
nm0098553,"october 12, 1896"
nm0290215,"january 13, 1905"
nm0484808,"january 1, 1919"
nm0713106,"august 27, 1916"
nm0562626,"june 6, 1914"
nm0234153,"february 29, 1904"
nm3464911,"june 28, 1917"
nm0799014,"may 11, 1911"
nm0371376,"september 13, 1918"
nm0269647,"may 5, 1915"
nm0002107,"december 18, 1916"
nm0000544,"february 9, 1909"
nm0422181,"april 3, 1898"
nm0141309,"february 10, 1912"
nm0263330,"april 29, 1896"
nm0275997,"june 10, 1909"
nm0730084,"december 5, 1889"
nm0000021,"october 22, 1917"
nm0194742,"may 7, 1908"
nm0115558,"february 4, 1895"
nm0285391,"september 30, 1904"
nm0546502,"june 10, 1916"
nm0532256,"december 10, 1895"
nm0058132,"december 7, 1908"
nm0059146,"january 8, 1897"
nm0064194,"october 23, 1913"
nm0086677,"december 25, 1904"
nm0147076,"october 29, 1893"
nm0166963,"july 26, 1903"
nm0321657,"october 30, 1920"
nm0178416,"april 21, 1876"
nm0226828,"march 25, 1909"
nm0581611,"february 18, 1901"
nm0564991,"september 5, 1892"
nm0696912,"june 24, 1886"
nm0048931,"april 18, 1886"
nm0179131,"february 6, 1892"
nm0370797,"june 12, 1912"
nm0180987,"october 16, 1900"
nm0240836,"january 1, 1889"
nm0625180,"july 19, 1903"
nm0113148,"october 15, 1930"
nm0367543,"january 10, 1901"
nm0587062,"january 11, 1910"
nm0715577,"may 28, 1917"
nm0828324,"september 25, 1915"
nm0185275,"july 7, 1902"
nm0305496,"april 24, 1904"
nm0355642,"november 5, 1876"
nm1222933,"july 9, 1903"
nm0606186,"april 18, 1904"
nm9071083,"august 12, 1995"
nm5447706,"april 3, 1987"
nm1696711,"march 28, 1976"
nm0222144,"september 27, 1968"
nm0643348,"january 1, 1985"
nm6368584,"january 16, 1990"
nm0185883,"february 4, 1912"
nm0001656,"january 27, 1921"
nm0537685,"february 24, 1890"
nm0486742,"april 17, 1913"
nm0640495,"march 18, 1885"
nm0103048,"august 29, 1922"
nm1211217,"december 25, 1888"
nm0189051,"august 22, 1905"
nm0267650,"january 8, 1882"
nm0268217,"june 25, 1869"
nm0646337,"november 6, 1892"
nm0424765,"march 5, 1896"
nm0419849,"april 14, 1926"
nm0146185,"february 4, 1889"
nm0236029,"november 14, 1901"
nm0607595,"september 12, 1924"
nm0017292,1920
nm0113902,"september 1, 1904"
nm0369058,"july 7, 1887"
nm0278035,"march 11, 1916"
nm0384610,"march 20, 1914"
nm0655605,"october 16, 1881"
nm0479008,"december 5, 1878"
nm0177979,"may 25, 1920"
nm0225513,"september 16, 1895"
nm0482121,"april 17, 1905"
nm0141681,"october 10, 1913"
nm0838412,"june 17, 1908"
nm0038832,"march 5, 1903"
nm0816475,"october 12, 1908"
nm0932403,"october 16, 1913"
nm0931547,"september 23, 1904"
nm0050019,"january 2, 1889"
nm0223124,"june 2, 1881"
nm0497440,"june 12, 1907"
nm0542163,"january 28, 1901"
nm0601287,"march 1, 1882"
nm0669433,"july 25, 1908"
nm0552744,"june 7, 1908"
nm0499475,"august 29, 1882"
nm0911362,"july 17, 1923"
nm0580264,"march 6, 1929"
nm0829631,"december 14, 1919"
nm0086641,"august 21, 1895"
nm0829695,"march 15, 1910"
nm0899880,"september 6, 1901"
nm0709917,"december 14, 1898"
nm0236870,"december 11, 1923"
nm0312599,"june 15, 1903"
nm0357034,"august 10, 1913"
nm0000555,"november 28, 1959"
nm2640887,"december 6, 1996"
nm0004921,"october 29, 1967"
nm3528821,"april 2, 2002"
nm9131092,"april 25, 1988"
nm0114878,"october 8, 1904"
nm0138768,"december 22, 1909"
nm0000053,"august 6, 1917"
nm0336790,"july 26, 1917"
nm0079008,"may 27, 1916"
nm0643004,"may 20, 1895"
nm0490713,"february 9, 1902"
nm0324588,"may 30, 1906"
nm0482142,"november 27, 1904"
nm0254424,"april 30, 1886"
nm0049890,"january 9, 1911"
nm0723445,"may 14, 1893"
nm0498182,"september 14, 1895"
nm0134783,"september 30, 1905"
nm0335179,"september 29, 1889"
nm0693055,"october 12, 1889"
nm0001078,"may 2, 1903"
nm0280178,"march 10, 1888"
nm0113769,"march 22, 1920"
nm0540924,"october 30, 1879"
nm0828715,"june 11, 1913"
nm3629365,"october 15, 1911"
nm0166265,"july 16, 1926"
nm0212339,"september 19, 1862"
nm0227078,"november 7, 1895"
nm0230743,"april 25, 1939"
nm0242190,"december 19, 1901"
nm0267808,"april 18, 1898"
nm0856074,"october 21, 1920"
nm0401434,"october 3, 1890"
nm0522930,"august 11, 1898"
nm0260020,"february 14, 1903"
nm0377986,"september 4, 1931"
nm0842813,"august 7, 1927"
nm0356620,"march 29, 1883"
nm0151420,"june 4, 1899"
nm0733682,"december 15, 1914"
nm0852766,"june 16, 1932"
nm0275897,"february 8, 1916"
nm0002503,"january 16, 1878"
nm0218131,"february 27, 1892"
nm0382195,"april 17, 1903"
nm0849582,"may 16, 1880"
nm0561693,"february 9, 1886"
nm0497175,"august 17, 1922"
nm0583395,"december 1, 1884"
nm0000747,"may 31, 1908"
nm0086176,"november 21, 1921"
nm0210084,"february 1, 1898"
nm0210083,"december 29, 1919"
nm0700425,"may 14, 1910"
nm0708147,"august 13, 1878"
nm0027116,"september 3, 1909"
nm12659375,"october 30, 1909"
nm0020200,"november 13, 1914"
nm0000897,"june 17, 1904"
nm0913095,"june 29, 1916"
nm0571060,"may 28, 1915"
nm0567891,"july 6, 1923"
nm0002121,"december 9, 1902"
nm0481956,"december 11, 1934"
nm0146928,"september 22, 1886"
nm0452133,"january 27, 1896"
nm0392450,"november 10, 1920"
nm0885195,"july 21, 1897"
nm0922941,"february 4, 1908"
nm0168658,"november 11, 1918"
nm0070757,"february 6, 1896"
nm0082501,"april 7, 1880"
nm0090821,"october 25, 1919"
nm0205655,"december 7, 1906"
nm0213159,"may 4, 1893"
nm0102787,"february 7, 1915"
nm0128990,"october 30, 1876"
nm0824543,"december 18, 1912"
nm0249823,"september 14, 1918"
nm0147704,"september 26, 1878"
nm0173827,"august 24, 1913"
nm0092129,"november 24, 1901"
nm0264900,"january 6, 1895"
nm0089222,"july 12, 1894"
nm0106504,"february 16, 1880"
nm0181003,"february 14, 1902"
nm0196876,"june 22, 1916"
nm0210220,"august 17, 1901"
nm0212761,"july 9, 1907"
nm0022490,"august 4, 1902"
nm0738746,"december 22, 1922"
nm0571602,"september 22, 1880"
nm0832065,"july 5, 1904"
nm0071881,"august 30, 1914"
nm0382954,"june 4, 1895"
nm0654374,"april 18, 1902"
nm0917392,"september 26, 1901"
nm0001635,"july 29, 1892"
nm0001981,"october 17, 1886"
nm0838420,"november 20, 1918"
nm0181075,"august 19, 1900"
nm0318349,"july 17, 1895"
nm0929772,"september 22, 1888"
nm0577627,"october 21, 1890"
nm0770844,"may 13, 1889"
nm0293415,"august 3, 1886"
nm0448282,"june 16, 1914"
nm0059934,"february 16, 1904"
nm0430015,"november 16, 1896"
nm0430090,"april 15, 1898"
nm0657874,"july 8, 1889"
nm0646849,"april 27, 1910"
nm0408586,"june 29, 1901"
nm0017444,"february 14, 1926"
nm0070397,"april 22, 1903"
nm0527996,"may 30, 1923"
nm0807654,"september 13, 1920"
nm0607875,"december 1, 1923"
nm0382718,"july 28, 1931"
nm0498049,"october 19, 1926"
nm0370708,"may 31, 1927"
nm0011009,"february 3, 1888"
nm0101224,"october 10, 1928"
nm0152390,"december 23, 1927"
nm0367670,"september 10, 1882"
nm0167668,"july 28, 1927"
nm0185968,"june 13, 1891"
nm0247833,"march 17, 1899"
nm0857231,"november 2, 1923"
nm0233352,"july 28, 1911"
nm0730210,"august 20, 1942"
nm0911699,"february 25, 1880"
nm0256534,"march 22, 1896"
nm0206141,"october 17, 1896"
nm0078798,"august 12, 1907"
nm0768178,"august 29, 1906"
nm0514586,"july 3, 1907"
nm0414038,"may 7, 1888"
nm0768514,"march 24, 1895"
nm0915845,"may 11, 1912"
nm0174437,"january 26, 1915"
nm0174438,"october 12, 1918"
nm0318527,"july 25, 1908"
nm0384948,"july 18, 1909"
nm0443791,"december 15, 1914"
nm0439850,"september 7, 1891"
nm0625651,"march 20, 1906"
nm0853524,"august 20, 1905"
nm3075462,"june 26, 1916"
nm0420331,"january 26, 1923"
nm0416624,"august 7, 1913"
nm0867560,"january 5, 1906"
nm0134831,"november 29, 1895"
nm0503759,1895
nm0006807,"february 29, 1920"
nm0355095,"august 10, 1897"
nm0000069,"december 12, 1915"
nm0096493,"january 3, 1909"
nm0926897,"june 13, 1910"
nm0868123,"september 13, 1925"
nm0367001,"march 1, 1904"
nm0366956,"january 7, 1907"
nm0933330,"april 3, 1886"
nm0779253,"february 10, 1885"
nm0112201,"april 22, 1904"
nm0151473,"august 29, 1924"
nm0914520,"november 28, 1888"
nm0467170,"march 24, 1904"
nm0889511,"march 31, 1891"
nm0887887,"november 29, 1906"
nm0243643,"october 29, 1917"
nm0858162,"june 5, 1889"
nm0778306,"november 7, 1886"
nm0750079,"october 11, 1884"
nm0334603,"april 18, 1893"
nm0466776,"may 12, 1892"
nm0783615,"june 9, 1896"
nm0720961,"september 13, 1885"
nm0232213,"march 6, 1900"
nm0000012,"april 5, 1908"
nm0000912,"february 14, 1894"
nm0134662,"january 31, 1892"
nm0137634,"september 3, 1910"
nm0163816,"february 18, 1912"
nm0001076,"march 23, 1906"
nm0200626,"october 7, 1918"
nm0404665,"june 11, 1920"
nm0454448,"february 1, 1919"
nm0000974,"july 25, 1894"
nm0002022,"may 25, 1925"
nm0564708,"april 17, 1923"
nm0369792,"june 10, 1926"
nm0339307,"june 25, 1890"
nm0227644,"december 28, 1887"
nm0076284,"june 1, 1880"
nm0158288,"february 16, 1905"
nm1068898,1921
nm0236888,"november 15, 1914"
nm0752576,"october 17, 1902"
nm0178145,"april 3, 1909"
nm0448836,"december 3, 1908"
nm0408937,"november 30, 1874"
nm0727529,"december 5, 1892"
nm0691668,"january 1, 1879"
nm0355334,"march 18, 1899"
nm0639444,"july 19, 1891"
nm0679684,"august 25, 1890"
nm0000043,"november 14, 1922"
nm0840330,"october 22, 1908"
nm0827261,"april 16, 1871"
nm0580882,"november 2, 1886"
nm3184334,"january 6, 1932"
nm0245942,"december 5, 1887"
nm0167397,"march 27, 1885"
nm0207323,"june 13, 1880"
nm0219219,"june 16, 1905"
nm0301837,1928
nm0310939,"january 4, 1921"
nm0400794,"november 13, 1919"
nm0651754,"december 10, 1896"
nm0515989,"november 5, 1892"
nm0520322,"november 7, 1902"
nm0565990,"july 14, 1893"
nm0588443,"may 31, 1894"
nm0002104,"june 3, 1910"
nm0876211,"july 16, 1911"
nm0761340,"july 9, 1906"
nm0068257,"december 1, 1891"
nm0017458,"october 6, 1908"
nm0064604,"february 16, 1909"
nm0160723,"may 6, 1912"
nm0001677,"july 16, 1911"
nm0001072,"may 15, 1905"
nm0000073,"april 23, 1928"
nm0876451,"august 21, 1908"
nm0001135,"august 12, 1926"
nm0077799,"june 4, 1896"
nm0225654,"july 20, 1885"
nm0240159,"september 13, 1869"
nm0370372,"october 21, 1914"
nm0107151,"march 25, 1890"
nm0071636,"may 19, 1906"
nm0623400,"january 31, 1904"
nm0183077,"october 20, 1925"
nm0413410,1928
nm0627945,"june 29, 1903"
nm0116897,"may 8, 1899"
nm0939667,"october 31, 1880"
nm0077786,"december 2, 1898"
nm0000795,"october 17, 1900"
nm0101350,"december 28, 1914"
nm0002013,"june 19, 1877"
nm0114436,"april 30, 1916"
nm0003193,"january 19, 1866"
nm0002034,"october 15, 1879"
nm0038816,"june 2, 1909"
nm0064778,"july 21, 1943"
nm0356219,"march 4, 1903"
nm0392912,"november 8, 1877"
nm0300064,"may 17, 1904"
nm0237655,"november 23, 1914"
nm0601117,"january 26, 1908"
nm0569902,"may 10, 1914"
nm1089775,"april 21, 1914"
nm0938052,"november 4, 1896"
nm0928207,"march 13, 1907"
nm0490224,"september 28, 1925"
nm0730344,"may 7, 1921"
nm0581197,"june 6, 1919"
nm0930209,"june 29, 1925"
nm0179316,"november 22, 1923"
nm0352914,"june 25, 1911"
nm0029456,"february 9, 1909"
nm0052422,"june 23, 1913"
nm0557555,"july 15, 1921"
nm0526946,"february 4, 1918"
nm0171166,"december 30, 1912"
nm0092683,"january 28, 1882"
nm0155011,"august 29, 1891"
nm0037573,"november 7, 1933"
nm0086061,"august 27, 1896"
nm0088197,"july 26, 1901"
nm0001998,"march 8, 1922"
nm0186165,"november 3, 1898"
nm0189739,"november 28, 1888"
nm0007941,"october 2, 1895"
nm0182579,"march 6, 1906"
nm0319268,"february 12, 1927"
nm0502722,"april 10, 1898"
nm1025149,"october 15, 1921"
nm0908063,"march 6, 1886"
nm0651757,"november 25, 1905"
nm1024328,"october 19, 1917"
nm1026030,"december 12, 1915"
nm0193232,"july 24, 1909"
nm0079645,"september 29, 1887"
nm0193802,"july 2, 1899"
nm0209821,"august 7, 1908"
nm0941253,"august 17, 1888"
nm0926267,"september 10, 1921"
nm0463882,"july 31, 1874"
nm0912926,"april 21, 1911"
nm0857300,"september 19, 1915"
nm0609233,"november 22, 1908"
nm0908124,"august 10, 1904"
nm0020763,"november 17, 1891"
nm0068233,"december 14, 1912"
nm0448012,"april 26, 1890"
nm0112395,"february 27, 1895"
nm0002116,"july 14, 1902"
nm0092185,"september 4, 1891"
nm0054911,"june 4, 1912"
nm0113184,"july 1, 1887"
nm0722690,"august 7, 1899"
nm0615617,"october 14, 1889"
nm0236989,"july 6, 1905"
nm0519754,"november 4, 1915"
nm13506963,"july 29, 1908"
nm0822468,"november 22, 1880"
nm0279499,"june 11, 1904"
nm0875616,"february 9, 1914"
nm0933311,"september 1, 1900"
nm0709902,"december 4, 1889"
nm0205406,"december 2, 1908"
nm0593729,"november 4, 1919"
nm0279786,"september 26, 1907"
nm1113550,"april 14, 1996"
nm0005273,"june 28, 1972"
nm0000223,"october 6, 1963"
nm0811242,"march 9, 1986"
nm0001780,"august 27, 1953"
nm0601376,"september 25, 1977"
nm0004920,"may 11, 1952"
nm0001844,"july 20, 1963"
nm0247672,"july 20, 1967"
nm0807900,"september 8, 1963"
nm0659353,"april 2, 1963"
nm0182882,"january 13, 1954"
nm4223496,"november 29, 1983"
nm0255199,"may 4, 1910"
nm0856096,"march 21, 1914"
nm0151334,"january 18, 1905"
nm0003062,"october 3, 1889"
nm0335046,"november 21, 1911"
nm0789773,"january 23, 1919"
nm0546439,"january 24, 1920"
nm0064209,"september 5, 1895"
nm0000305,"may 30, 1908"
nm0747759,"april 13, 1886"
nm0404898,"october 22, 1913"
nm0444740,"december 30, 1896"
nm0055998,"july 4, 1902"
nm0064197,"june 10, 1903"
nm0188972,"august 25, 1913"
nm0738186,"june 1, 1911"
nm0093962,"june 1, 1915"
nm0219783,"february 16, 1895"
nm0285660,"march 31, 1905"
nm0307325,"february 8, 1900"
nm0331765,"august 30, 1907"
nm0417168,"february 15, 1895"
